Supplier Code,Brand,Task Code,Purchase Code,Contact Information,Company Name,Country,Website,Description,Fisrt Communicated By,store link
S-675,Murr,TDr272,,Wechat Num:1595304341,"Shenzhen Huayue Electric Co., Ltd.",China ,,Wechat- 8 years,Hana,
S-676,Murr,TDR272,,Wechat Num:13691026596,"Beijing Zhongke Linfeng Technology Co., Ltd.",China ,,Wechat - 13 years,Hana,
S-677,Murr,TDR272,,Wechat Num:18550791681,"Kunshan Boyuwei Mechanical and Electrical Equipment Co., Ltd.",China ,,Wechat -7 years,Hana ,
S-678,Norgren,575,,Wechat Num: 18968609865,"Taizhou Shundang Trading Co., Ltd.",China ,,1688- 10 years,Henry,https://shop1429808031685.1688.com/
S-679,B&R,574,,Wechat Num: 15992841639 ,"Dongguan Fushida Automation Equipment Co., Ltd.",China ,,1688- 3 years,Henry,https://www.1688.com/factory/b2b-221550208047176a01.html
S-680,B&R,574,,Wechat Num: 15314955484,"Ganzhou Yichi Automation Technology Co., Ltd.",China ,,1688- 2 years,Henry,https://shop02r4861u06u39.1688.com/
S-681,Norgren,575,,Wechat Num: 13925727042,"Dongguan Qunda Industrial Automation Co., Ltd.",China ,,1688- 16 years,Henry,https://www.1688.com/factory/qundacsa.html
S-682,Norgren,575,,Wechat Num: No,"Shanghai Honghu Electromechanical Technology Co., Ltd.",China ,,1688- 14 years,Henry,https://honghujidian.1688.com/
S-683,Wago,574,,Wechat Num: 13714251402,"Shenzhen Mingyun Electronics Co., Ltd.",China ,,1688- 7 years,Henry,https://www.1688.com/factory/b2b-2200756918465a8448.html
S-684,LEIPOLE,TDR-294,,Wechat Num: 17328191913,"Zhongshan Shunhong Electric Co., Ltd.",China ,,1688- 10 years,Henry,https://sh88617970.1688.com/
S-685,LEIPOLE,TDR-294,,Wechat Num: 18952443976,"Zhangjiagang Guangfeng Automation Equipment Co., Ltd.",China ,,1688- 10 years,Henry,https://guangfjd.1688.com/
S-686,SELEC,TDR-294,,Wechat Num: 13925529655,"Dongguan Zhongde Automation Technology Co., Ltd.",China ,,1688- 5 years,Henry,https://dgszhongde.1688.com/
S-687,SELEC,TDR-294,,Wechat Num: 134 0555 8772,"Tianjin Daran Shunchang Trading Co., Ltd.",China ,,1688- 1 years,Henry,https://shop69n7n11248331.1688.com/
S-688,VALMET,608,,Wechat Num: 18020189954,"Jiangsu Rijin Import and Export Trading Co., Ltd.",China ,,1688- 4 years,Henry,https://shop61840525n8c31.1688.com/
S-689,IDEC,TDR-304,,Wechat Num: 15382859997,"Dongguan Aopu Electromechanical Co., Ltd.",China ,,1688- 12 years,Henry,https://shop7kkk001566315.1688.com/
S-690,,,,Wechat Num: 18320872586,"Shaanxi Jinchi Supply ChainManagement Co., Ltd",China ,,wechat- ,Hana - Alexander,
S-691,IDEC,TDR-304,,Wechat Num: 13378400331,"Shenzhen Jinmu Electronics Co., Ltd.",China ,,1688- 11 years,Henry,https://gdomron.1688.com/
S-692,ABB transmitter,605,,Wechat Num:17392492159,"Xi'an Xinyi Instrument Technology Co., Ltd.",China ,,Wechat- 7 years,Hana,
S-693,ABB transmitter,605,,Wechat Num:13655236263,"Jiangsu Yunyi Automation Equipment Co., Ltd.",China ,,Wechat - 8 years,Hana ,
S-694,Hach,604,,Wechat Num:137020521501,"Xi'an Dacheng instrumentation Co., Ltd.",China ,,,Alexander,
S-695,Hach,604,,Wechat Num:-,-,China ,,,Alexander,
S-696,BOLLFILTER,601,,Wechat Num:Emma15112672267,"Shenzhen Dongxing Technology Technology Co., Ltd. ",China ,,,Alexander ,
S-697,ABB,561,,Wechat Number: 13564019490,"Shanghai Dekuo Trading Co., Ltd.",China,,,Alexander,
S-698,Power Sonic,658,,Wechat Number: 13121708881,"Lion Power (Shandong) Co., Ltd.",China,,1688- 4 years,Henry,https://shop4893531019937.1688.com/
S-699,Power Sonic,658,,Wechat Number: 18516906783,"Shandong Yuanxinda Electronic Technology Co., Ltd.",China,,1688- 5 years,,https://shop51wx29684x733.1688.com/
S-700,,493,,Wechat Num: 13365172955,http:// www.bcstvalve.com/www.bcstgroup.com,China ,,,alexander,
S-701,IDEC,TDR-323,,Wechat Num: 13538183101,"Shenzhen Maiwei Technology Co., Ltd.",China ,,1688- 12 years,Henry,https://maiweite.1688.com/
S-702,Balluff,TDR-307,,Wechat Num:  13795282949,Jinjiang City Meiling Zhongdi hardware firm,China ,EMAIL:13795282949@163.com,1688,alexander,
S-703,Balluff,TDR-307,,Wechat Num: 15901761415,"Shanghai Bingsai Industrial Control Equipment Co., Ltd.",China ,,1688,alexander,
S-704,Balluff,TDR-307,,Wechat Num:  mlz22556508,Zhongshan Junling Electronic,China ,,1688-15 years,alexander,
S-705,Socomec,,,Wechat Num: 13641968305,"Shanghai Xiaoqian Technology Development Co., Ltd.",China,,Wechat- 9 years,Hana,
S-706,Flender,634,,Wechat Num:  15189761688,"Changzhou Zhuoer Transmission Equipment Co., Ltd.",China ,,Wechat -17 years,Hana ,
S-707,Keyence,659,,Wechat Num: 18826893393,"Shenzhen Yousi Electronics Co., Ltd",China ,,1688-6 years,Peter,https://shop0969p0321g4t2.1688.com/
S-708,Legrand,740,,Wechat Number: 13338181796,-,China,,1688-6 years,Henry,
S-709,SCHAFFNER,TDR-335,,Wechat Num: 13714420225,"Shenzhen Heyuan Technology Co., Ltd.",China,,1688-4 years,Henry,https://shop6e49eh0218309.1688.com/
S-710,SCHAFFNER,TDR-335,,Wechat Num: 13410646086,"Shenzhen Yuanlida Electronics Co., Ltd.",China,,1688-17 years,Henry,https://www.1688.com/factory/yuanlid006.html
S-711,SCHAFFNER,TDR-335,,Wechat Num: 13439217615,"Beijing Runxin Meihua Technology Co., Ltd.",China,,1688-13 years,Henry,https://bjrxmh.1688.com/
S-712,ABB,699,,Wechat Num: 17315563319,"Suzhou Industrial Park Hongda Electric Co., Ltd.",China,,wechat - 18 years,Hana ,
S-713,TESCOM-EMERSON ,713,,Wechat Num: 13032169980 ,"Xiangjing (Shanghai) Mechanical and Electrical Technology Co., Ltd.",China ,,wechat -10 years,Hana ,
S-714,Allen Bradley,690,,Wechat Num: 15016881089,,China ,,wechat- 3 years,Hana,
S-715,MSA,727,,Wechat Num: 13153722750 ,"Jining Tianhui Security Equipment Co., Ltd.",China ,,1688-1 years,Henry,https://shop14408885418i3.1688.com/
S-716,MSA,727,,Wechat Num: 13153760396,"Shandong Yuean Electronic Technology Co., Ltd.",China ,,1688-4 years,Henry,https://sdyajcy.1688.com/
S-717,MSA,727,,Wechat Num: 13255586782,"Qingdao Lixinming Trading Co., Ltd.",China ,,1688-13 years,Henry,https://qingdaolxm.1688.com/
S-718,ABB,748,,Wechat Num: 18014803869,"Haogongyou Technology (Nanjing) Co., Ltd.",China ,,Wechat- 7 years,Hana ,
S-719,EGE,TDR-375,,Wechat Num: 13480856494,"Shenzhen Ronglifeng Technology Co., Ltd.",China ,,1688-11 years,Henry,https://szrlfkj.1688.com/
S-720,EGE ,TDR-375,,Wechat Num: 18964364289 (S619),"Shanghai Ziyuan Automation Technology Co., Ltd.",China ,,1688-11 years,Henry,https://shop1371482110689.1688.com/
S-721,EGE ,TDR-375,,Wechat Num: ,"Guangzhou Chaode Mechanical and Electrical Equipment Co., Ltd.",China ,,1688-11 years,Henry,https://shop0888878n1x661.1688.com/
S-722,GF,737,,Wechat Num: 13661900397,"Shanghai Muqing Automation Equipment Co., Ltd.",China ,,wechat- 9 years,Hana,
S-723,GF,737,,Wechat Num: 189 5197  3941 ,"Nanjing Suchangyuan Technology Industry Co., Ltd.",China,,Wechat-18 years,Hana,
S-724,TE,731,,Wechat Num: 13031173850,-,China,,Agent,Henry,
S-725,GF,737,,Wechat Num:  173 2154 0659,"Nanjing Dachao Fluid Control Equipment Co., Ltd.",China ,,Wechat- 10 years,Hana,
S-726,GF,737,,Wechat Num:  13827257198,"Dongguan Huiya Electronic Technology Co., Ltd.",China ,,Wechat- 14 years, Hana  ,
S-727,Fuji,761,,Wechat ID: shanghai-kekun,"Shanghai Kekun Industrial Technology Development Co., Ltd.",China ,,1688-4 years,Henry,https://shop1401210193917.1688.com/
S-728,Shimadzu,767,,Wechat Num:  15806405822,"Jinan Jiedao Analytical Instrument Co., Ltd.",China ,,1688-11 years,Henry,https://www.1688.com/factory/b2b-2467363280.html
S-729,Shimadzu,767,,Wechat Num: 15361012510,"Shenzhen Jinqitai Electronics Co., Ltd.",China ,,1688-12 years,Henry,https://shop1393261174761.1688.com/
S-730,ARCOL,790,,Wechat Num:  18585009870,"Chengdu Mingyiwen Technology Co., Ltd.",China ,,1688-2 years,Henry,https://shop58d8273h71e26.1688.com/
S-731,ARCOL,790,,Wechat Num: 13714420225 (709),"Shenzhen Heyuan Technology Co., Ltd.",China ,,1688-4 years,Henry,https://shop6e49eh0218309.1688.com/
S-732,ARCOL,790,,Wechat Num: 13588103131,"Hangzhou Nalong Electronic Technology Co., Ltd.",China ,,1688-12 years,Henry,https://narron31.1688.com/
S-733,AUTEC,TDR-399,,Wechat Num:  13066373721,Guangzhou Huangpu District Yongyi Mechanical and Electrical Parts Sales Department,China ,,1688-17 years,Henry,https://hstgzyongyi.1688.com/
S-734,APC,TDR-395,,Wechat Num: 13521340118,"Beijing Ruisite Power Technology Co., Ltd.",China ,,1688-4 years,Henry,https://shop1p79999k49581.1688.com/
S-735,APC,TDR-395,,Wechat Num: 15966669908,"Shandong Hengtai Zhengyu Power Technology Co., Ltd.",China ,,1688-5 years,Henry,https://www.1688.com/factory/b2b-22107766260151a094.html
S-736,APC,TDR-395,,Wechat Num: 17744555803 ,"Beijing Xinlian Century Technology Co., Ltd.",China ,,1688-17 years,Henry,https://www.1688.com/factory/b2b-2206789391410e7cda.html
S-737,APC,TDR-395,,Wechat ID: UPSXDC666888,,China ,,Wechat,Henry,
S-738,,,,Michael,Michael,China ,,Wechat- ,Alexander,
S-739,EPCOS,TDR-417,,Wechat Num:15914031295,"Shenzhen McLaurers Electronics Co., Ltd.",China ,,1688-3 years,peter ,https://shop453786z85d671.1688.com/
S-740,EATON,TDR-412,,Wechat Num: 18625050118,"Kunshan Beiyuan Electric Co., Ltd.",China ,,1688-3 years,Henry,https://shop1403245652835.1688.com/
S-741,MRO,TDR-437,,Wechat Num: 15921132722,"Shanghai Zhenghang Industrial Co., Ltd.",China ,,1688-3 years,Henry,https://shop05a718x105734.1688.com/
S-742,MRO,TDR-437,,Wechat Num: 18913763708,Kunshan Development Zone Xinjiamei Electronics Business Department,China ,,1688-2 years,Henry,https://shop37907uk3m4118.1688.com/
S-743,MRO,TDR-437,,Wechat Num: 13801628858,"Xiangsheng Xincheng (Shanghai) Semiconductor Co., Ltd.",China ,,1688-2 years,Henry,https://www.1688.com/factory/b2b-2216383095516410be.html
S-744,MRO,TDR-437,,Wechat Num: 18962553619,"Jiangsu Xihui Xincheng Electronic Technology Co., Ltd.",China ,,1688-3 years,Henry,https://www.1688.com/factory/b2b-2214661234302265ff.html
S-745,MRO,TDR-437,,Wechat Num: 18011833053,"Guangzhou Xuanqi Electronic Technology Co., Ltd.",China ,,1688-6 years,Henry,https://kwellson.1688.com/
S-746,KENDEIL,TDR-435,,Wechat Num: 13428330911,"Shenzhen Haozhiran Electronics Co., Ltd.",China ,,1688-4 years,Henry,https://haozhirandianzi.1688.com/
S-747,KENDEIL,TDR-435,,Wechat Num: 15013538954,"Shenzhen Laishenshun Technology Co., Ltd.",China ,,1688-2 years,Henry,https://shop5147tc4043c10.1688.com/
S-748,KENDEIL,TDR-435,,Wechat Num: 17841056989,"Shenzhen Xinkangda Electronics Co., Ltd.",China ,,1688-2 years,Henry,https://shop49y3e719650e2.1688.com/
S-749,FLUID,868,,Wechat Num: 13718635514,"Beijing ACI Control Technology Co., Ltd. ",China ,caihong@aci.com.cn,Agent,Henry,
S-750,SEMIKRON,TDR-435,,Wechat Num: 13826522250,"Shenzhen Huaji Technology Co., Ltd.",China ,,1688-7 years,Henry,https://szhj1000.1688.com/
S-751,SEMIKRON,TDR-435,,Wechat Num: 15921132722 (S741),"Shanghai Zhenghang Industrial Co., Ltd.",China ,,1688-3 years,Henry,https://shop05a718x105734.1688.com/
S-752,SEMIKRON,TDR-435,,Wechat Num: 18019251567,"Shanghai Xianyi Electronic Components Co., Ltd.",China ,,1688-3 years,Henry,https://www.1688.com/factory/b2b-22158230038216b473.html
S-753,SEMIKRON,TDR-435,,Wechat Num: 18913062875,"Shanghai Tujiao Electronic Technology Co., Ltd.",China ,,1688-2 years,Henry,https://www.1688.com/factory/b2b-2216486466884bcf12.html
S-754,EPCOS,TDR-435,,Wechat Num: 15914031295 (S739),"Shenzhen McLaurers Electronics Co., Ltd.",China ,,1688-3 years,Henry,https://shop453786z85d671.1688.com/
S-755,EPCOS,TDR-435,,Wechat Num: 13322982243,"Shenzhen Kangda Electronics Co., Ltd.",China ,,1688-9 years,Henry,https://www.1688.com/factory/b2b-32022900430188b.html
S-756,EPCOS,TDR-435,,Wechat Num: No,"Shenzhen Ruishida Electronics Co., Ltd.",China ,,1688-8 years,Henry,https://szruishida.1688.com/
S-757,Philips ,893,,Wechat Num: Wenzhou Zhejiang China,,China ,,Wechat-Alexander,Alexander-Hana ,
S-758,Mersen,TDR-443,,Wechat Num: 13348030878,"Suzhou Langdao Electronics Co., Ltd.",China ,,1688-3 years,Henry,https://lddz88.1688.com/
S-759,UE Systems,844,,Wechat Num: 13798786908,"Shenzhen Yimei Technology Co., Ltd.",China ,,1688-12 years,Henry,https://ymyiqi.1688.com/
S-760,BUCHER HYDRAULICS,636,,Wechat Num: 18961256057," Yitu Hydraulic Engineering Technology (Changzhou) Co., Ltd.",China ,,Agent,Henry,http://www.ittu-hydraulics.com/index.html
S-761,Honeywell,862,,Wechat Num:13377534009,"shenzhen SENSRIK technology co.,ltd",China ,,,alexander,
S-762,KSB,TDr461,,Wechat Num: 15195518566,"Jiangsu Yongsheng Automation Instrument Co., Ltd.",China ,,Wechat -12 years,Hana ,
S-763,KOPEX,TDR-452,,Wechat Num: 18566436178,"Jinan Yuema E-commerce Co., Ltd.",China ,,1688-1 years,Henry,https://shop97e36227c1554.1688.com/
S-764,Sunde lighting ,TDR-453,,Wechat Num: 13326935679,"Zhongshan Sunde Lighting Co., Ltd.",China ,,Alibaba-3 years,Henry,https://sundeled.en.alibaba.com/index.html?spm=a2700.details.0.0.3c3957afHKkoIL&from=detail&productId=1601071897727
S-765,ABB,891,,Wechat Num:18098901963 ,"Shenzhen Honest Technology Co., Ltd.",China ,,wechat- 14 years,Hana,
S-766,KOPEX,TDR-452,,Wechat Num: 17506126805,"Chengdu Changze Ruilian Construction Engineering Co., Ltd.",China ,,1688-1 years,Henry,https://shop448u337910359.1688.com/
S-767,Lambda,912,,Wechat Num:13725529797,"Shenzhen East Star Technology Co., Ltd.",China ,,1688-12 years,peter,https://szsdzxkj.1688.com/?spm=a26352.13672862.offerlist.11.77011e62cCUNBJ
S-768,Lambda,912,,Wechat Num:15915558979,"Shenzhen Xite Electronics Co., Ltd",China ,,1688-8 years,peter,https://detail.1688.com/offer/740457827811.html?spm=a26352.13672862.offerlist.1.77011e62cCUNBJ
S-769,Shengpai,TDR-460,,Wechat Num: 13532815549,"Dongguan Shengpai Wire and Cable Co., Ltd.",China ,,1688-16 years,Henry,https://www.1688.com/factory/b2b-3996391744a6b51.html
S-770,MAXSEAL,926,,Wechat Num: Hh15216672445,"Shanghai Tuyue Machinery Equipment Co., Ltd.",China ,,wechat- 11 years,Hana ,
S-771,Copeland,922,,Wechat Num: 18529115919,"Guangzhou Jinquan Refrigeration Equipment Co., Ltd.",China ,,wechat - 8 years,Hana,
S-772,Copeland,922,,Wechat Num: 18565193295,Shenzhen Luohu District Shenglingda Air Conditioning Parts Store,China ,,wechat - 8 years,Hana ,
S-773,DWYER,934,,Wechat Num: 15221105376,"Shanghai Maopei Electronic Technology Co., Ltd.",China ,"sales@mp-sh.com
www.mp-sh.com",,Henry,
S-774,yokogawa,952,,Wechat Num: 1311-606-2622,"Tianjin Haisu Instrument Co., Ltd.",China ,,wechat -18 years,hana ,
S-775,Emerosn ,TDR434,,Wechat Num:13502895915,"FUZHOU JIN'AN NICEWAY MECHANICAL AND ELECTRICAL EQUIPMENT CO., LTD",China ,,Alexander,Alexander,
S-776,Mueller ,TDR488,,Wechat Num:13301558240,"Suzhou Zuoai International Trade Co., Ltd.",China ,,1688-12 years,peter,https://shop1393001748038.1688.com/page/index.html?spm=0.0.wp_pc_common_header_companyName_undefined.0
S-777,ADDITEL,TDR492,,Wechat Num: 18721979616,"Shanghai Wensheng Machinery Equipment Co., Ltd.",China ,,wechat -16 years,Hana ,
S-778,ADDITEL,TDR492,,Wechat Num: 13810622759,Additel Singapore Pte Ltd,Singapore,,Main agent,Hana,
S-779,Nordac,968,,Wechat Num: 135 53835313,"Dongguan Bomei Intelligent Technology Co., Ltd.",China ,,wechat - 3 years,Hana ,
S-780,Nordac,968,,Wechat Num: 18762919407,"Suzhou Renshi Mechanical and Electrical Equipment Co., Ltd.",China ,,wechat- 6 years,Hana ,
S-781,Nordac,968,,Wechat Num: 17717920006,"Shanghai Lizheng Mechanical and Electrical Equipment Co., Ltd.",China ,,wechat - 8 years,Hana ,
S-782,Valvetechnik,TDR-491,, Num: +91 63816 29827,-,China ,sales@valvtechnik.com,Main agent,Henry,https://valvtechnik.com/
S-783,DOLD,TDR-504,,Wechat Num: 13395992973,"Xiamen Qiantu Trading Co., Ltd.",China,,1688-9 years,Henry,https://xmqtsm.1688.com/
S-784,DOLD,TDR-504,,Wechat Num: 17721089565,"Shanghai Ouqin Mechanical and Electrical Engineering Technology Co., Ltd.",China,,1688-7 years,Henry,https://ouqueen.1688.com/
S-785,GE MULTILIN,995,,Wechat Num: 18059820630,"Xiamen Rongfeng Electrical Equipment Co., Ltd.",China,,1688-6 years,Henry,https://shop17694j35815n6.1688.com/
S-786,DONGYANG CORROSION ENG,898,,Wechat Num:,"DONGYANG CORROSION ENGINEERING CO., LTD.",Korea,sanggon@dyce.co.kr,Agent,Henry,
S-787,HB PRODUCTS,1023,,Wechat Num: 13512124527,Hansen Technologies Corporation,China,CChen@hantech.com,Agent,Henry,https://www.hbproducts.dk/en/distributors/find-your-local-distributor
S-788,Krohne,780,,Wechat Num:15709103769,"POLY FUTURE MECHANICAL & ELECTRICAL CO., LTD.",China,,,Alexander,
S-789,VAISALA,TDR-523,,Wechat Num:N13917179816,"Shanghai Kangchu Mechanical and Electrical Equipment Co., Ltd.",China,,1688-17 years,Peter,https://caoweido.1688.com/
S-790,Wandfluh,718,,Wechat Num:18113033806,"Chengdu Xiaoguan Automation Equipment Co., Ltd.",China,,1688-4 years,Peter,https://detail.1688.com/offer/945646000260.html?spm=a26352.22885112.offerlist.155.23aa1e62mAvkAV
S-791,SMA,TDR-527,,Wechat Num: 13918930907,"SMA Solar Technology(Shanghai) Co.,Ltd",China,,Agent,Henry,
S-792,Ingersoll,Tdr-540,,Wechat Num:13720878166,"Xiamen Dongsinan Machinery Equipment Co., Ltd.",China,,1688-14 years,Peter ,https://zhangkongya.1688.com/page/index.html?spm=0.0.wp_pc_common_header_companyName_undefined.0
S-793,SIEMENS,1083,,Wechat Num:15901991508,"Qiwan (Shanghai) Electrical Technology Co., Ltd.",China,,1688-9 years ,peter,https://shop1490634627474.1688.com/page/index.html?spm=0.0.wp_pc_common_header_companyName_undefined.0
S-794,Ingersoll,Tdr-540,,Wechat Num:JB1053445310,,China,,1688-12 years ,peter,https://detail.1688.com/offer/632716178564.html?spm=a26352.13672862.offerlist.5.573c1e62f7S1Th
S-795,E.T.A,TDR-538,,Wechat Num:18511319972,"Beijing Conrad Electromechanical Technology Co., Ltd",China,,Neshati Supplier,Alain,
S-796,APC,TDR-536,,Wechat Num:,,China,,Neshati Supplier,Alexander Lee,
S-797,Advantech,TDR-536,,Wechat Num:,,China,,Neshati Supplier,Alexander Lee,
S-798,Braun,1095,,Wechat ID: didimai,"Shenzhen Genta Industry Co., Ltd",China,,Agent,Henry,http://www.gentaco.cn/
S-799,Allen Bradley,1129,,Wechat Num:18925206524,"Shenzhen Ruibo Zhiyuan Industrial Control Equipment Co., Ltd.",China,,Wechat-10 years,Hana,
S-800,BRAUN,1135,,Wechat Num: No,SVINC,China,bhjeon@svinc.co.kr,Agent,Henry,http://www.svinc.co.kr/
S-801,Dynisco,1133,,Wechat Num:15960265888,"Xiamen Qianqiu Automation Technology Co., Ltd.",China ,,wechat- 15 years,Hana,
S-802,Flowserve,TDR-549,,Wechat Num:15982456375,"Baumann Industrial Technology (Chengdu) Co., Ltd.",China ,,1688-5 years ,peter ,https://baomangongye.1688.com/?spm=a26352.13672862.offerlist.7.2e041e62AcfUPy
S-803,Baumer,1103,,Wechat Num: 13357889265,-,China,,Wcechat,Alexander Lee,
S-804,KITZ,TDR-553,,Wechat Num: 15921203072,"Shanghai Muco Valve Co., Ltd.",China,,1688- 6 years,Henry,https://shop3nr4186703037.1688.com/
S-805,KITZ,TDR-553,,Wechat Num: 18819424990,KITZ brand flagship store,China,,1688- 6 years,Henry,https://www.1688.com/factory/b2b-22066749459972139f.html
S-806,FG Wilson,TDR-554,,Wechat Num: 13924872595,"	Guangzhou Sime Darby Sitech Energy Company Limited",China,,Agent,,
S-807,WEINTEK,1147,,Wechat Num: 18670387258,"Zhejiang Kunsen Automation Equipment Co., Ltd.",China,,1688- 5 years,Henry,https://shop9o029o0084879.1688.com/
S-808,WEINTEK,1147,,Wechat Num: 13382893976,"Wuxi Haiyuan Automation Technology Co., Ltd.",China,,1688- 7 years,Henry,https://wxhaiyuan2019.1688.com/
S-809,Philips ,TDR-551,,Wechat Num: 18906651079,-,China,,Wechat,-,
S-810,GE,TDR-556,,Wechat Num: 1994279 1276,"Fujian Lingchen Technology Co., Ltd.",China,,1688- 2 years,Henry,https://www.1688.com/factory/b2b-2218032140475964f6.html
S-811,Bauser ,TDR-554,,Wechat Num:15921001335,"Canqin Industrial (Shanghai) Co., Ltd.",China,,1688- 7 years,peter ,https://canqinsh.1688.com/
S-812,Gastron,TDR563,,Wechat Num: 13580333735,"Guangzhou Huijin Electronic Technology Co., Ltd.",China,,Wechat- 12 years,Hana ,
S-813,Gastron,TDR563,,Wechat Num: 17562012865,"Shandong Yuean Electronic Technology Co., Ltd.",China ,,Wechat- 4 years,Hana ,
S-814,Gastron,TDR563,,Wechat Num:13552496142,"Beijing Dianshi Jincheng Technology Development Co., Ltd.",China ,,wecaht -14 years,Hana ,
S-815,Gastron,TDR563,,Wechat Num:15020003553,"Jinan Longan Electronics Co., Ltd.",China,,wechat -11 years,Hana ,
S-816,E-T-A,TDR577,,Wechat Num:a15817011404,"Nanjing Zhongzhiding Technology Co., Ltd.",China,,1688- 1 year,peter,https://detail.1688.com/offer/950070527001.html?spm=a26352.13672862.offerlist.1.4dcf1e62O0RhkD
S-817,IDEC,1178,,Wechat Num: 13728926665,"Shenzhen Xintiandi Automation Equipment Co., Ltd.",China,,1688- 12 year,Henry,https://shop1387299353675.1688.com/
S-818,IDEC,1178,,Wechat Num: 15916974864,"Dongguan Aopu Electromechanical Co., Ltd.",China,,1688- 12 year,Henry,https://shop1379404245813.1688.com/
S-819,IDEC,1178,,Wechat Num: +852-6850-8861,,Hong Kong,billy.yip@idec.com,Agent,Henry,https://idecchina.cn/
S-820,Palintest ,1180,,Wechat Num: 1812784 1440,"Guangzhou Lvbang Garden Machinery Co., Ltd.",China,,Wechat - 7 years,Hana,
S-821,Palintest ,1180,,Wechat Num: 13816156877,"Shanghai Hechen Energy Technology Co., Ltd.",China,,wechat -11 years,Hana ,
S-822,Palintest ,1180,,Wechat Num: 13560870976,Dongguan Nancheng Songtong Instruments and Meters Store,China,,wechat -14 years,Hana,
S-823,IDEC,1178,,Wechat Num: 13380887405,"Zhongshan Zhongruntong Electric Co., Ltd.",China,,1688- 11 year,Henry,https://zszrt168.1688.com/
S-824,IDEC,1178,,Wechat Num: 19170458922,"Ganzhou Jingshuo Automation Equipment Co., Ltd.",China,,1688- 3 year,Henry,https://www.1688.com/factory/b2b-221587412769102c1c.html
S-825,IDEC,1178,,Wechat ID: zjc100000000,,China,,Agent,Henry,
S-826,B&R,1206,,Wechat Num: 18926789697,"Shenzhen Beishangguang Technology Automation Equipment Co., Ltd.",China,,1688- 9 years,Henry,https://beishangguang.1688.com/
S-827,DEMAG,1197,,Wechat Num: 13891839953,"Xi'an Hirschman Hoisting Machinery Equipment Co., Ltd.",China,zhaojun.xi@hesmanqzj.com,Agent,Henry,http://www.hesmanqzj.com/
S-828,DEMAG,1197,,Wechat Num: 13966704561,"Anhui Dematic Hoisting Machinery Co., Ltd.",China,,Agent,Henry,ahdmtg@126.com
S-829,DEMAG,1197,,Wechat Num: 13761216961,"Yechuang Hoisting Machinery (Shanghai) Co., Ltd.",China,,1688- 10 years,Henry,https://shop1461516420274.1688.com/
S-830,B&R,1206,,Wechat Num: 18022090710,Zhongshan Junling Electronics Sales Center,China,,1688- 12 years,Henry,https://zsjldz.1688.com/
S-831,DEMAG,1197,,Wechat Num: 15001837773,"Kun Heng Hoisting Machinery (Shanghai) Co., Ltd.",China,,1688- 11 years,Henry,https://shkunheng.1688.com/
S-832,Cisco,1203,,Wechat Num:17310596152,Beijing inyueshuo Network Technology,China,,-,Alexander Lee,
S-833,Nouva fima,TDR575,,Wechat Num:15256699993,"Anhui Zhuotai Instrument Co., Ltd.",China,,1688- 7 years,peter,https://detail.1688.com/offer/609666333024.html?spm=a26352.13672862.offerlist.22.1bb91e62Bx9DG2&cosite=-&tracelog=p4p&_p_isad=1&clickid=c7746c3cba4649f5b00325f874dda057&sessionid=72af47468cc2f12ca06b74d46fc1afef
S-834,Nouva fima,TDR575,,Wechat Num:Y18616630930,"Shanghai Coxite Mechanical and Electrical Equipment Co., Ltd.",China,,1688- 2 years,peter,https://detail.1688.com/offer/746481854269.html?spm=a26352.13672862.offerlist.46.1bb91e62Bx9DG2
S-835,Nouva fima,TDR575,,Wechat Num:13779951315,"Xiamen Swell Import & Export Co., Ltd.",China,,1688- 8 years,peter,https://detail.1688.com/offer/655602465170.html?spm=a26352.13672862.offerlist.52.1bb91e62Bx9DG2
S-836,RexRoth,TDR580,,Wechat Num:13328794171,"Xiamen Keyutong Technology Co., Ltd.",China,,1688- 7 years,peter,https://detail.1688.com/offer/679628087385.html?spm=a26352.13672862.offerlist.5.609c1e62gpO7hN
S-837,Westermo,1212,,Wechat Num: 18370777159,"Ganzhou Maochi Trading Co., Ltd.",China ,,wechat -1 year,Hana,
S-838,Westermo,1212,,Wechat Num:13110024050,"Tianjin Seres Automation Technology Co., Ltd.",China,,wechat- 3 years,Hana ,
S-839,Orion,1207,,Wechat Num: 13178838888,,China,,Wechat-,Henry,
S-840,pro-face,1220,,Wechat Num: 15026794050,"Shanghai Junji Automation Equipment Co., Ltd.",China ,,wechat -14 years,Hana,
S-841,Fatek,1217,,Wechat Num: 15989041677,"Guangzhou Shuiying Automation Equipment Co., Ltd.",China,,wechat - 9 year,Hana,
S-842,WIKA,TDR-585,,Wechat ID: nanyi17802114412,"Shanghai Zhisai Automation Technology Co., Ltd.",China,,1688- 16 years,Henry,https://zsatech.1688.com/page/index.html?spm=0.0.wp_pc_common_header_companyName_undefined.0
S-843,pro-face,1220,,Wechat Num:13661630801,"Shanghai Changying Automation Technology Co., Ltd.",China,,wechat - 19 years,Hana ,
S-844,pro-face,1220,,Wechat Num:17820656806,"Shenzhen Pengxiangshuo Electronics Co., Ltd.",China,,wechat - 15 years,Hana ,
S-845,Fatek,1217,,Wechat Num:15002015020,"Nanning Liqishi Automation Equipment Co., Ltd.",China,,wecaht - 10 years,,
S-846,MF,TDR-588,,Wechat ID: clairefighting999,"Ming Feng Lighting Co.,Ltd.",China,,Agent,Henry,
